S-01,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-11,S-12,S-13,S-14,S-15,S-BU1,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4
10.0,0.0,36.0,0.0,28.0,18.0,0.0,0.0,0.0,9.0,51.0,9.0,0.0,0.0,12.384615384615385,251.77514792899407,10.875,14.8,0.0,0.0
10.8,0.0,36.0,0.9,27.0,17.1,0.0,0.0,0.0,8.1,51.9,8.1,1.8,0.0,12.438461538461539,256.2816568047337,10.875,14.940000000000001,0.0,0.0
11.6,0.0,36.0,1.8,26.0,16.2,0.0,0.0,0.0,7.2,52.8,7.2,3.6,0.0,12.492307692307692,260.78816568047336,10.875,15.08,0.0,0.0
12.4,0.0,36.0,2.7,25.0,15.3,0.0,0.0,0.0,6.3,53.7,6.3,5.4,0.0,12.546153846153846,265.294674556213,10.875,15.22,0.0,0.0
13.2,0.0,36.0,3.6,24.0,14.4,0.0,0.0,0.0,5.4,54.6,5.4,7.2,0.0,12.6,269.8011834319526,10.875,15.36,0.0,0.0
14.0,0.0,36.0,4.5,23.0,13.5,0.0,0.0,0.0,4.5,55.5,4.5,9.0,0.0,12.653846153846153,274.30769230769226,10.875,15.5,0.0,0.0
14.8,0.0,36.0,5.4,22.0,12.6,0.0,0.0,0.0,3.5999999999999996,56.4,3.5999999999999996,10.8,0.0,12.707692307692309,278.8142011834319,10.875,15.64,0.0,0.0
15.600000000000001,0.0,36.0,6.3,21.0,11.7,0.0,0.0,0.0,2.7,57.3,2.7,12.6,0.0,12.761538461538462,283.3207100591716,10.875,15.78,0.0,0.0
16.4,0.0,36.0,7.2,20.0,10.8,0.0,0.0,0.0,1.7999999999999998,58.2,1.7999999999999998,14.4,0.0,12.815384615384616,287.82721893491123,10.875,15.92,0.0,0.0
17.2,0.0,36.0,8.1,19.0,9.9,0.0,0.0,0.0,0.9000000000000004,59.1,0.9000000000000004,16.2,0.0,12.86923076923077,292.3337278106508,10.875,16.06,0.0,0.0
18.0,0.0,36.0,9.0,18.0,9.0,0.0,0.0,0.0,0.0,60.0,0.0,18.0,0.0,12.923076923076923,296.8402366863905,10.875,16.2,0.0,0.0
18.0,0.0,34.6,9.0,18.0,9.0,0.0,0.0,0.0,0.0,54.9,1.8,18.0,0.4,12.561538461538461,274.05443786982244,10.5125,15.92,0.0,0.0
18.0,0.0,33.2,9.0,18.0,9.0,0.0,0.0,0.0,0.0,49.8,3.6,18.0,0.8,12.200000000000001,251.2686390532544,10.15,15.639999999999999,0.0,0.0
18.0,0.0,31.8,9.0,18.0,9.0,0.0,0.0,0.0,0.0,44.7,5.4,18.0,1.2000000000000002,11.838461538461539,228.48284023668637,9.7875,15.36,0.0,0.0
18.0,0.0,30.4,9.0,18.0,9.0,0.0,0.0,0.0,0.0,39.6,7.2,18.0,1.6,11.476923076923077,205.69704142011832,9.425,15.08,0.0,0.0
18.0,0.0,29.0,9.0,18.0,9.0,0.0,0.0,0.0,0.0,34.5,9.0,18.0,2.0,11.115384615384617,182.91124260355028,9.0625,14.8,0.0,0.0
18.0,0.0,27.6,9.0,18.0,9.0,0.0,0.0,0.0,0.0,29.400000000000002,10.8,18.0,2.4000000000000004,10.753846153846155,160.12544378698226,8.7,14.52,0.0,0.0
18.0,0.0,26.200000000000003,9.0,18.0,9.0,0.0,0.0,0.0,0.0,24.300000000000004,12.6,18.0,2.8000000000000003,10.392307692307693,137.3396449704142,8.3375,14.24,0.0,0.0
18.0,0.0,24.8,9.0,18.0,9.0,0.0,0.0,0.0,0.0,19.200000000000003,14.4,18.0,3.2,10.03076923076923,114.55384615384617,7.975,13.96,0.0,0.0
18.0,0.0,23.4,9.0,18.0,9.0,0.0,0.0,0.0,0.0,14.100000000000001,16.2,18.0,3.6,9.66923076923077,91.76804733727812,7.612500000000001,13.68,0.0,0.0
18.0,0.0,22.0,9.0,18.0,9.0,0.0,0.0,0.0,0.0,9.0,18.0,18.0,4.0,9.307692307692308,68.98224852071007,7.25,13.4,0.0,0.0
18.0,0.0,20.7,9.0,17.1,9.0,0.0,0.0,0.0,0.9,9.0,18.0,18.0,4.5,9.207692307692309,66.39763313609468,7.425,12.96,0.0,0.0
18.0,0.0,19.4,9.0,16.2,9.0,0.0,0.0,0.0,1.8,9.0,18.0,18.0,5.0,9.107692307692309,63.8130177514793,7.6,12.52,0.0,0.0
18.0,0.0,18.1,9.0,15.3,9.0,0.0,0.0,0.0,2.7,9.0,18.0,18.0,5.5,9.007692307692308,61.22840236686391,7.775,12.08,0.0,0.0
18.0,0.0,16.8,9.0,14.4,9.0,0.0,0.0,0.0,3.6,9.0,18.0,18.0,6.0,8.907692307692308,58.64378698224853,7.95,11.64,0.0,0.0
18.0,0.0,15.5,9.0,13.5,9.0,0.0,0.0,0.0,4.5,9.0,18.0,18.0,6.5,8.807692307692308,56.05917159763314,8.125,11.2,0.0,0.0
18.0,0.0,14.2,9.0,12.6,9.0,0.0,0.0,0.0,5.4,9.0,18.0,18.0,7.0,8.707692307692309,53.47455621301775,8.3,10.76,0.0,0.0
18.0,0.0,12.9,9.0,11.7,9.0,0.0,0.0,0.0,6.3,9.0,18.0,18.0,7.5,8.607692307692309,50.88994082840236,8.475,10.32,0.0,0.0
