S-01,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-11,S-12,S-13,S-14,S-15,S-BU1,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4
34.0,21.0,0.0,0.0,24.0,9.0,0.0,9.0,0.0,0.0,0.0,9.0,9.0,4.0,8.846153846153847,113.82248520710063,4.5,3.0,12.125,4.0
31.5,21.0,0.0,0.0,28.5,8.1,0.0,9.0,0.9,0.0,1.8,9.0,8.1,4.5,9.069230769230769,135.17041420118346,5.4,3.3,12.15,4.5
29.0,21.0,0.0,0.0,33.0,7.2,0.0,9.0,1.8,0.0,3.6,9.0,7.2,5.0,9.292307692307693,156.51834319526628,6.3,3.6,12.175,5.0
26.5,21.0,0.0,0.0,37.5,6.3,0.0,9.0,2.7,0.0,5.4,9.0,6.3,5.5,9.515384615384615,177.8662721893491,7.2,3.9,12.2,5.5
24.0,21.0,0.0,0.0,42.0,5.4,0.0,9.0,3.6,0.0,7.2,9.0,5.4,6.0,9.73846153846154,199.21420118343195,8.1,4.2,12.225,6.0
21.5,21.0,0.0,0.0,46.5,4.5,0.0,9.0,4.5,0.0,9.0,9.0,4.5,6.5,9.961538461538462,220.5621301775148,9.0,4.5,12.25,6.5
19.0,21.0,0.0,0.0,51.0,3.5999999999999996,0.0,9.0,5.4,0.0,10.8,9.0,3.5999999999999996,7.0,10.184615384615384,241.9100591715976,9.9,4.8,12.275,7.0
16.5,21.0,0.0,0.0,55.5,2.7,0.0,9.0,6.3,0.0,12.6,9.0,2.7,7.5,10.407692307692308,263.25798816568044,10.8,5.1,12.3,7.5
14.0,21.0,0.0,0.0,60.0,1.7999999999999998,0.0,9.0,7.2,0.0,14.4,9.0,1.7999999999999998,8.0,10.63076923076923,284.6059171597633,11.7,5.4,12.325,8.0
11.5,21.0,0.0,0.0,64.5,0.9000000000000004,0.0,9.0,8.1,0.0,16.2,9.0,0.9000000000000004,8.5,10.853846153846154,305.9538461538461,12.6,5.699999999999999,12.35,8.5
9.0,21.0,0.0,0.0,69.0,0.0,0.0,9.0,9.0,0.0,18.0,9.0,0.0,9.0,11.076923076923077,327.30177514792894,13.5,6.0,12.375,9.0
9.0,19.8,0.9,0.0,64.8,0.0,0.0,8.1,9.9,0.0,17.1,11.1,0.0,8.5,10.823076923076922,304.79644970414193,14.1,6.0,11.8125,8.5
9.0,18.6,1.8,0.0,60.6,0.0,0.0,7.2,10.8,0.0,16.2,13.2,0.0,8.0,10.569230769230769,282.291124260355,14.7,6.0,11.25,8.0
9.0,17.4,2.7,0.0,56.4,0.0,0.0,6.3,11.7,0.0,15.3,15.3,0.0,7.5,10.315384615384616,259.785798816568,15.3,6.0,10.6875,7.5
9.0,16.2,3.6,0.0,52.2,0.0,0.0,5.4,12.6,0.0,14.4,17.4,0.0,7.0,10.061538461538461,237.28047337278102,15.9,6.0,10.125,7.0
9.0,15.0,4.5,0.0,48.0,0.0,0.0,4.5,13.5,0.0,13.5,19.5,0.0,6.5,9.807692307692307,214.77514792899404,16.5,6.0,9.5625,6.5
9.0,13.8,5.4,0.0,43.8,0.0,0.0,3.5999999999999996,14.4,0.0,12.6,21.6,0.0,6.0,9.553846153846154,192.26982248520704,17.1,6.0,9.0,6.0
9.0,12.6,6.3,0.0,39.599999999999994,0.0,0.0,2.7,15.3,0.0,11.7,23.700000000000003,0.0,5.5,9.3,169.76449704142007,17.7,6.0,8.4375,5.5
9.0,11.4,7.2,0.0,35.4,0.0,0.0,1.7999999999999998,16.2,0.0,10.8,25.8,0.0,5.0,9.046153846153846,147.2591715976331,18.3,6.0,7.875,5.0
9.0,10.200000000000001,8.1,0.0,31.199999999999996,0.0,0.0,0.9000000000000004,17.1,0.0,9.9,27.900000000000002,0.0,4.5,8.792307692307691,124.75384615384613,18.9,6.0,7.3125,4.5
9.0,9.0,9.0,0.0,27.0,0.0,0.0,0.0,18.0,0.0,9.0,30.0,0.0,4.0,8.538461538461538,102.24852071005917,19.5,6.0,6.75,4.0
8.1,9.0,9.0,0.0,27.0,1.8,0.0,0.9,16.2,0.0,9.0,29.1,0.0,3.6,8.46923076923077,99.85207100591715,19.05,5.7,6.8625,3.6
7.2,9.0,9.0,0.0,27.0,3.6,0.0,1.8,14.4,0.0,9.0,28.2,0.0,3.2,8.4,97.45562130177514,18.6,5.4,6.975,3.2
6.3,9.0,9.0,0.0,27.0,5.4,0.0,2.7,12.6,0.0,9.0,27.3,0.0,2.8,8.330769230769231,95.05917159763314,18.15,5.1,7.0875,2.8
5.4,9.0,9.0,0.0,27.0,7.2,0.0,3.6,10.8,0.0,9.0,26.4,0.0,2.4,8.26153846153846,92.66272189349112,17.7,4.8,7.2,2.4
4.5,9.0,9.0,0.0,27.0,9.0,0.0,4.5,9.0,0.0,9.0,25.5,0.0,2.0,8.192307692307692,90.26627218934911,17.25,4.5,7.3125,2.0
